Text,Tag,Reason
"""Thank you for calling blend and sons. If this is an emergency, press one. If it's nonemergency, press two. Blending son, this is Marianne. How may I help you? Hi, Diane. I just went into the basement and discovered that the basement is flooded and there's feces. So I'm thinking something is backed up. I'm not sure what to do exactly, so I'm hoping you guys can help. And I'm unfortunately not going to be able to help you. We don't have a plumber on call after hours. We have the HVAC. Got it. They'll be back at seven in the morning. Sorry. Okay. No, I'm going to keep trying to see if I can find someone after hours. And if I can, I'll call you guys back in the morning. All right, well, I hope good luck to you on that. I'm sorry. Thank you so much. Good health. Bye. Okay, bye.""",Existing Customer -  Lead Not Booked,Couldn't Satisfy Time Requirement
"""Thank you for calling blind and sons. If this is an emergency, press one. If it's nonemergency, press two. Tracy, how can I help you? Yes, ma'am. I'm calling because we have a plumbing issue going on, and I think we know what it is, but I don't want to attempt to try to fix it myself, and that's why I'm calling you guys. All right, what's your name? Terry Bentley. All right, did you say Terry Bentley or Harry? Terry. Okay. What's your phone number? It is 330-680-1183 and may I have your address, please? Yes, it's 1147 Meadowbrook Avenue, Alliance, Ohio, 44601. You said that you need a plumber? Yeah. All right, I'll go ahead and let them know. They'll be giving you a call back. Okay. Okay. Thank you. Bye bye. You're welcome.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling blindensuns heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindensuns.com, please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits or new installation inspections. Thank you for calling blenden signs. This is Holly, how can I help you? Hi, Holly. My name is Jeff Carney, and we've had some work done by blind and suns, and I just have just a really easy question. So if I buy, like, a ceiling fan for my bedroom, would you guys install that? I guess we would. Okay. I just was checking to see if you do those kinds of installs or not. Right? Yes, we sure do. Okay, perfect. So if I find something, I'll call back and schedule an appointment then. But I just want to make sure before I go do it. Okay? Yeah. Call us back anytime. Okay. Thank you. Thank you. Have a good weekend. You, too. Thank you. Bye. Thanks. Bye.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling blend and sons. If this is an emergency, press one. If it's non emergency, press two. Blended sons, this is Frida. How can I help you? Hey, Rita, I got a question. The. A guy who put the water heater left and everything was fine. I don't know if a green light is supposed to be flashing on the water heater, is that normal? Do you have no hot water? No, I have hot water, but there's a green light flashing on the water heater. Is that supposed to do that? I don't know. Can I wash over to the service tech? They can tell me then if it's normal. If it's normal, it's fine. I didn't think it's supposed to do that. I don't know. Okay. What's your name? Loretta Moritz. Loretta. And the last name is? Moretz. M-O-E-R-I-T-Z-M-O-E-R-I-T-Z-M-O-E-R-I-T-Z. Yeah. He just. Thank you. I'm just going to make sure that's how it was supposed to do. I don't think it's supposed to do that. What's your phone number? 234-525-0848 thank you for confirmation. 2345-2508-5808-4808-48 thank you. What's the address? 22089 Street, Cuyahoga Falls, Ohio. Four. Four. 2212-282-2089 Street, Cuyahoga Falls, Ohio. 44221. Can you ask them if it's supposed to do that before you have anybody cut out here? I don't know. Yes. I'll dispatch it over to the service and have them to return your call. All right. Thank you. All right. Bye. You're welcome. Have a good evening. You, too. Bye.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling blend and sons. If this is an emergency, press one. If it's nonemergency, press two. Blend and sons. This is Jessica. How may I help you? Yes, I have an emergency. I need service tonight. Do you provide that for what type of service, ma'am? The light in the bathroom. We need it to come on. We have a cancer patient in the house. I'm sorry, we don't provide 24 hours electrical service. I can take a message, but they wouldn't return the call until in the morning. Okay, take the message. I'm sorry, I thought it said 24 hours emergency service when I googled you. We are 24 hours for hvac, just not for electrical. Okay. Take my name and number and hopefully they can get out here tomorrow. Sure. What's your name, please? Rhonda Gartner. G-A-R-T-N-E-R. Rhonda. R-H-O-N-D-A. No, H-R-O-N-D-A. Yes. Ronda. And your phone number, please? 330-749-9808 330-749-9808 correct. May I get the address you're calling about, please? 5486 Keonte. Do you want me to spell that? Yes, please. C-H-I-A-N-T-I. Street northwest north canton. Four four seven. Tv wrap. And what's the issue that you're having with the light? The bathroom light blew a fuse. Can't get it to come on. We need access to it. We have cancer patients in the house. Okay. We have to have everything working at all times. Okay, I will let him know and ask him to give you a call back as soon as they can. Okay, thank you.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling Blindensun's heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindensuns.com, please listen carefully to the following menu options. Press two for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press three. To schedule an estimate. For a new furnace, air conditioner or generator, press four for accounting questions, permits or new installation inspections. For permits, press two. For permits inspection, press three. For financing, press four. For accounts payable, press five. For accounts receivable, press six. For main menu. Thank you for calling blind and suns. This is Caitlin, how can I help you? Do you sell sump pumps? Yes, we do. Okay, could you tell me who do I need to talk to about how much a sump pump is and the certain kind that I want? Yeah. So the way we work for that is we would send the technician to the home in estimate and then he would give.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling Blindensun's heating, cooling, plumbing, and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindinsuns.com, please listen carefully to the following menu options. Press two for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality, press three to schedule an estimate for a new furnace, air conditioner, or generator, press four for accounting questions, permits, or new installation inspections. Thank you for choosing blend and sons. This is Diane, how may I help you? Hi, Diane or Diana. Yes, hi, my name is Diane. Also, I have a breaker that I need repaired or replaced. And, yeah, I have well water, and I've lost my water. And I'm assuming maybe it's this breaker. When I put it back in, it's popped out of the socket. I'll call it. Okay. I'll kill the king's English here. And I put it back in and turned the main breaker on, and I got a spark on one of my wires. And I thought, well, I'm going to leave this to the electricians because I think maybe I lost a ground wire in the process. Okay. All right, well, we have you. Are you at 1664 Malone street in Louisville? No, actually I'm not. Wow, that's funny. No, I'm at 27 64 south car Road in Apple Creek. I used to live at 1664, ma'am. I used to live there, yes. Okay. And you said Apple Creek. Now let me see. Yes. All right. That actually might be out of our service area for the electric. Okay. Yeah, give me one moment. Let me just double check for you. Okay. Yes. Okay. One moment. Pleased. All right. Thank you for holding for me, Diane. I apologize for that delay. No, yeah, Apple Creek is out of the service area for electric. They just go that far yet? I'm sorry. Yeah, not a problem. You come up on the Worcester search, that really surprises me. Yeah, that's all right. All right. Thank you so much. Thank you. You have a good day. Good luck. Bye.""",Existing Customer -  Lead Not Booked,Other
"""Thank you for calling blinden sun's heating, cooling, plumbing and electric. This call may be recorded. If you know your party's extension, press four. Otherwise, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate. For a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections, press four. If you know your party's extension. I am sorry. That is not a valid extension. Leave. Try again. Thank you for calling blenden suns. This is Holly. How can I help you? Yes, Holly. I'm not sure if I have the right extension or not. I was just trying to get a quote for labor on having a hot water tank installed. Okay, so we don't quote anything over the phone, but it would be a free estimate to send the. Do you already have the water heater or do you need a quote for that as well? No, I already have the water heater. Yeah, we don't quote anything over the phone. We'd have to send a plumber, and then there would be a service call fee of 120 for him to come out, and then he would quote the installation. Okay, I got you. So you couldn't give me at least, like, a ballpark? Because we've done plenty of work with you guys and we have a lot of jobs coming up. But I have to submit three quotes to my boss, so I'd have to actually have you come through and look at multiple units. If you could just give me, like, a ball park number, it would help, but if not, no big deal. Yeah. With us not being the licensed plumbers, we have no idea what the cost would be to do an install. Okay, no worries. All right, well, thank you anyway. I appreciate it. All right, you're welcome. Have a good day. Bye.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling blinden sun's heating, cooling, plumbing and electric. This call may be recorded. If you know your party's extension, press four. Otherwise, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate for a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections, press four if you know your party's extension. Thank you for calling blind and sun's heating, cooling, plumbing and electric. This call may be recorded. If you know your party's extension, press four. Otherwise, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate for a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections, press four if you know your party's extension. Thank you. Choosing us today, we value your business and welcome the opportunity to assist you with your heating, cooling, plumbing, electrical and duct cleaning needs. Thank you for calling Blenden suns. This is Heather. How can I help you? Sure, this is Sandy Miller. And a bill, maybe it is, that came out to the house today. And anyway, I think he said to call after he was all done. And I have a maintenance thing on my furnace or air conditioner, but not on the other one, so I guess I'm supposed to do something there. Okay. I'm so sorry. He wants you to schedule something? He wants me to have maintenance. Some kind of. Do you have a program that. Yeah, we have our maintenance program, yes. So the maintenance program is $198 for the year, which with that program you would get a maintenance for your air conditioner and then one maintenance for the furnace come the season, once furnace season starts up, and then you get discounts on all of our services throughout the time that you have the maintenance plan. So if you ever were to need a plumber or an electrician, you would receive discounts there as well. Okay. I will talk to my husband because he's the one that's going to pay that. Sure. There's a couple of different ways you can do that. So you can do the one time payment up front of the 198 or you can break that up into monthly payments and it's 1650 a month. Okay. All right. I will share that with him when he gets in and I'll get back to you then. Sounds good. Thank you so much. You have a good one. You, too. Bye.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling Blinden sun's heating, cooling, plumbing and electric. This call may be recorded. If you know your party's extension, press four. Otherwise, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate for a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections, press four. If you know your party's extension, your call is now first in line and will be answered by the next available representative. Thank you for your patience. Thank you for calling Blen and Suns. This is Ellie, how can I help you? Hi, yes, I was just wondering, the last person that came out here know do our annual check. The air conditioner said that it probably wasn't going to last very long anyway, but I was just wondering if you just had just an estimated, like how much money I need approximately to come up with for a new central air system. Oh, gotcha. So I do not know. They do all their estimates on site. There's a lot know different factors. We do offer free estimates if you're interested. I could have Diane reach out to you and set that, um. Yeah, that'll mean I don't want to waste their time. They was just out here like last month. Oh, no waste. Yeah. We would send a comfort consultant out and he would look over the size and the need and everything and let you know what the options are. Is this for Roslyn Avenue? Correct. Okay. And is this three seven one number the best way to reach you? Yes. Okay. All right. I do apologize we're unable to transfer right now. We're having some phone troubles this week. But I'll get a message to Diane and she'll give you a call right back. All right, thank you. All right, thank you and take care. You too. Bye.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling blinden sun's heating, cooling, plumbing and electric. This call may be recorded. If you know your party's extension, press four. Otherwise, please listen carefully to the following menu options. Press repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press schedule an estimate. For a new furnace, air conditioner or generator, press three, counting questions, permits or new installation inspections, press four if you know your party's extension. Thank you for choosing us today. We value your business and welcome the opportunity to assist you with your heating, cooling, plumbing, electrical and duct cleaning needs. Whether we're performing routine maintenance or providing a complete system upgrade, you can count on our experienced and highly trained professionals. Each division of our company is staffed with specialists trained in their respective fields. On behalf of all our team members, we thank you for your past business and look forward to earning your business in the future. Please remain on the line and someone will be with you shortly. Do you want to know a secret? Only a small fraction of newly installed heating and or cooling systems perform at maximum efficiency due to improper installation. Most homeowners are simply not getting what they paid for. Don't let this happen to you. Our technicians are among the most highly trained and experienced in the area, and we stand behind every service and installation with percent satisfaction and money back guarantees. Please hold. We'll be with you shortly. Would you drive your car over miles without an oil change or tune up? Of course you wouldn't. After all, cars are a huge investment that you depend on daily. Well, so is your home's air conditioner and furnace. Did you know that operating your cooling and heating system during an average year is equivalent to putting miles on your car? That's right about years worth of travel. So protect your investment and schedule your precision heating or cooling tune up now. And don't forget to ask one of our team members about money saving service plan programs. Please remain on the line and a team member will be with you shortly. Become a member of our maintenance plan and reap the benefits. We offer money saving maintenance agreements for heating and cooling, allowing you to benefit from big savings, great home protection and priority status. So many home needs and your solution is only one call away. Just ask one of our team members about our maintenance plan. Please remain on the line and a team member will be with you shortly. Although there are many doityourself projects homeowners can do themselves, when it comes to electrical work, it's best left in the hands of the experts. We provide repairs, rewiring and electrical system upgrades, and for those unexpected storm surges. We offer backup generators to keep your family safe and comfortable during a power outage. When it comes to your electrical needs, we take your problems seriously and won't quit till the job is done. Please hold. We'll be with you shortly. Got a clogged drain or a water heater that's no longer providing sufficient hot water. You're in the right place. We repair faucets, clogged drains, water heaters, sump pumps, and much more. Our experienced plumbers will work hard to get your job done. The bottom line is when you need service. Thank you for calling blenden signs. This is Holly. How can I help you? Hi, good morning, Holly. My name is Richard Bobby. I'm calling to follow up on a quote, please. Okay, sure. What's the address for me, please? Richard Road Hudson. And then phone number for you I have is. Yes. All right. It looks like we were out on fest for plumbing. Okay. And which quote? There was a water heater and gallon electric that we were quoted about replace. So I had called in. That sounds kind of high. And I was supposed to speak to some plumbing manager and see if there was a. You know what. Yeah, we talked on a Saturday. And then I called back and we've been kind of playing phone tag here and there. Let me look here because I know I'd had an email about it. Yeah, nobody called back, so I called again, I think. I don't know if it was last week. I did get a call back, but give me a moment. I'm scrolling through here. Let's see it. Okay. So, yes, I did call back and left a message. My manager and the plumbing manager got together and let me see what they said. They said that they couldn't do a discount, but that we could offer you a free one year MVP plan with us. That includes coming out and doing a maintenance on the AC furnace. You get half off of all of our service call charges. Any work we do, you get a percent discount. And it does include the HVAC department, the electrical, and the plumbing. So that's what they sent over. So the price is still. There's no discount. Yeah, they said that right here. They said the price is correct. So they don't see a need to discount for the work that we're going to do. And then they said I would offer him a one year MVP or something, but we can't discount the job. Okay, I understand that. I will shop around. Thank you so much for your time. Okay. Thank you. Have a great day. You too. Bye.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling blindensuns heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindinsuns.com, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing trick, or indoor air quality, press two to. You are the next caller in the queue. Thank you for calling blended and signs. This is Holly, how can I help you? Hi, Holly. This is Marlene Wise. I've used you people many times for all kinds of things. I live at 1833 Brookshire Road in Akron. This morning I went downstairs in the basement, and the small pipes above my hot water heater are leaking. I've got water everywhere. Okay, Marlene. And then just to verify home number, 308-65-0081 yes, ma'am, that's the number we're on. Okay. And cell phone 330-620-4728 that's correct, yes. And then email address is a girl. Mw@gmail.com yes. Okay. With you having the maintenance plan, Marlene, to send him over would just be a $30 service call fee instead of the 120 plus, any work that we do, you'll get that 15% discount. Okay. We are currently booked up, though, until Monday. We have one plumber running today. I've got to get it fixed. Yeah, we have one plumber running today, and he's pretty much got an all day job. No, Monday is not going to work. I'm going to have to try and find somebody else. I've got to get this fixed because the water is leaking all over the basement. Okay, I understand. Anybody else else you can send out with us? No, not today. All right, thank you. All right, thank you. Bye.""",Existing Customer -  Lead Not Booked,Couldn't Satisfy Time Requirement
"""Thank you for calling blend and sons. If this is an emergency, press one. If it's nonemergency, press two. I don't know if it's an emergency. This is Terry. Hi. My name is Tracy Ashton. And you guys had put in an air conditioner last, probably spring of 22 for us. And it's not getting cold. It's, like, 80 degrees, and I don't know if it's just freon or the coil froze or something. I'm not really sure. Okay, what's your phone number? It's 330-203-8544 okay, and the address? 3821 caillugas. It's spelled C-A-Y-U-G-A-S. Drive. Akron, Ohio. 44319. Okay. All right, then I'll have the tech call you back. Okay? Okay, great. Thank you so much. All right, thank you. Bye.""",Existing Customer -  Lead Not Booked,Couldn't Satisfy Time Requirement
"""Thank you for calling blend and sons. If this is an emergence, press one. If it's nonemergency, press. Jessica, how may I help you? Hi, Jessica. My name is Brad Gorman. I live at 2319 Wood Park Road. My wife and I are having a plumbing problem in our basement. Every time we run the washing machine, we're getting water on the floor. We're not really sure where it's coming from, frankly, but we need someone to come check it out and fix it. Okay. I can take a message and have them give you a call back in the morning. Oh, in the morning? Okay. For some reason, I think we don't have anyone available on call today. Okay. There's usually someone available 24/7 but I don't have anyone on call. Okay. I've got an appointment on the schedule for tomorrow. I was going to have them come look at the drain, and then we did a load of laundry and noticed it happened after we did the laundry, so that's okay. Got an appointment on the books. Okay, sir. Thank you. Thank you. Bye.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling blind and sons. If this is an emergency, press one. If it's nonemergency, press two. Blend and sons, this is candy. Hey, candy. Tom speaking. How are you tonight? I'm doing great. Yourself? Good, thanks. Sorry to call you late. I know you guys are 24 hours service. I was trying to get somebody out to my place tomorrow. I got a septic tank lift system. The alarm has gone off on it. And I went out and dug out the septic well pump. And in that well pump, the terminal has caught fire and fried. So I can't get any power to run another pump. And I don't need it backing up into the house. Is that something you guys do on a Sunday? That was a lot of information, sir, and I'm sorry. Any of the stuff you're referring to. Okay, so, septic pump issue. You got it? Septic pump alarm. Yes. Something about a fire. And it just kind of all went after the. Sorry. So, septic system alarm went off. Right. And so I turned off the septic system alarm on the breaker box. Okay. Okay. But when you go out into the yard. Where the septic tanks are at. At the end of the septic tanks is a septic tank well. And that's where the well pump is. That's how the septic tank works. But for that pump to work, there's electric that feeds the pump inside there. And that terminal that's inside the pump, somehow or another, fried out. Right. And so I can't operate the septic system. So it will backflow into the house, even though I overrode the alarm. So I really need to get an electrician to come out and fix. Do you need an electrician, not a plumber? Yeah. I mean, I needed electrician. Correct. Okay. All right, sir. And what is your street address, please? I'm at 4990 McCormick Drive. McCormick. And the zip code, please? 44286. Okay, and that address had three nines in it, right? No, 49, 90. So four numbers. 4990. Okay. Got you. And now that's Richfield, correct? That's correct. Okay. And so would you like to page the on call tech. So they can set you up for tomorrow? Yeah, that'd be great. All right, so, septic system alarm went off. The terminal pump is fried. Need service ASAP. You got it. You see, you're better at that than me. It's hard to keep up with everybody sometimes. Okay. It's showing they don't have an electrician on call now. So they say calls will be returned the next business day. That's not until Monday. Think so? Let me check that. Yeah, that's Monday. Yeah. I got to get somebody out here tonight. I mean tomorrow. Not tonight, but I'll go ahead and save it. Yes, I'll go ahead and save you and put you in queue for a callback. Sounds good. And so that way, if you don't find anybody else, they've still got you in here. Okay, sounds. Appreciate it. Thank you much. Have a good Saturday night. Thank you, Mr. Clark. Bye bye. You as well.""",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"""Thank you for calling Blindensun's heating, cooling, plumbing and electric. This call may be recorded for answers to many of your questions. Or to book an appointment online, please visit our website@blindensuns.com please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits or new installation inspections. Thank you for calling Blinden sun's heating, cooling, plumbing and electric. This call may be recorded for answers to many of your questions. Or to book an appointment online, please visit our website@blindensuns.com please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two. To schedule an estimate for a new furnace, air conditioner or generator. You are the next caller in the queue. Thank you for calling blind and suns. This is Keaton. How can I help you? Hi, good morning. I've had two furnaces put in by blend and a lot of other work. I got a general question I don't know if you can answer. You put an April air unit on my one furnace and I'm redoing an upstairs den that has your modern panel temperature control thing with controls, the April and everything right underneath this guy. Really old one that I want to remove. I don't think it's live or anything. I think it's just there because like I said, you replaced the furnace hand and put a new April air in. Do you know if there's someone that could tell me if I can just take that off the wall and patch it up and paint over it? Does that make sense? Got you. Okay. And was it an old wider then or an old humidifier? It's an old April air thermostat unit. That's like really old. It's probably from the 50s. It's just hanging off the wall. It's not really even fixed to the wall. And secure it. It's right underneath that big paint. I can send you a picture of it. Actually, I took a picture just in case you, I'm just being extra cautious. I'm pretty sure that it could be just snipped and cut because it's not operational. But I just wanted to call before I did that. Is there a technician I could talk to or someone who actually installed the furnace? Got you. Yeah. So the way that we would work for that, we don't have any technician by phone. We do have to send a technician to the home, but he could look over everything and then let you know if that would be okay. Yeah, I'm not going to pay for a service call just to have that done. Just wanted to get a general advice. Would you charge for that? Yes. So to get the technician over, the diagnostic fee, since you're on the maintenance plan, would be $60. Yeah, I think I'm just going to cut it. I don't think it's going to do anything. Okay. Thanks a lot. Yeah, thanks. Have a good one.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling blindensuns heating, cooling, plumbing and electric. This call may be recorded for answers to many of your questions. Or to book an appointment online, please visit our website@blindensuns.com please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality, press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits or new installation inspections. Thank you for calling blind and sun's heating, cooling, plumbing, and thank you for calling blind and sun's heating, cooling, plumbing and electric. This call may be recorded for answers to many of your questions. Or to book an appointment online, please visit our website@blindensuns.com please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. You are the next caller in the queue. Thank you for choosing Blyn and sons. This is Diane. How may I help you? Hello, my name is Paula Kimmel, and Ryan was out to my house, I think it was on the 14th, to give me an estimate for some outdoor electrical work. And we put an order in and he put it on hold until I was ready to schedule it. And I was just calling to go ahead and see if I can get that scheduled. All right, well, let me get you through the dispatch for that. Just one moment. Okay. Thank you. Thank you for calling blend and suns. This is Megan. How may I help you? Hi, Megan. My name is Paula Kimmel, and I think it was Ryan who was out to my house at 16 seven Ohio Avenue on the 14th to give me an estimate for some outdoor electrical work. And we just put the order on hold until I was ready to call and get it scheduled. And I wanted to go ahead and see if I can get that scheduled. Okay, perfect. Yeah, we can get this scheduled. Let me look here, because I need to get a trench, Doug, for him to do the work. And I was just waiting to hear from my landscaper to see if they would do that for me. And he said they would, but I'm like, okay, well, I'll get the work scheduled, and then I'll let him know when he needs to come dig the trench. Yeah, no, that's no problem. Let me see. His first available would be Wednesday, August 9 at 08:00 a.m. Would that work for you? Let's see, what's today, the 20 eigth? Yeah, let's go ahead and schedule that now. And then if I have any issues with getting that trench dug before then, I can give you guys a call back. Okay, perfect. Yes, that sounds good. So for now, I'll just have you on for the 9th, and then if we don't hear from you, we'll give you a call the day before to confirm. Okay, that sounds great. Perfect. All right, well, you have a good day. Thank you, too. I appreciate it. No problem. Bye.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling blindensuns heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindinsuns.com, please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits or new installation inspections. Thank you for calling blind and sun's heating, cooling, plumbing and electric this call. You are the next caller in the queue. Thank you for calling blind and suns. This is Caitlin. How can I help you? Hi, Caitlin. This is Mary Ann Nolan calling. I'm looking at your advertisement here, and it says that you have a special 50% off on plumbing service call with repair. Does that include hot water tank? Yeah. Let me look here. Is this for the 53 Everhard road? It is. Okay. And is there something going on with that hot water tank? Is it not working? It went out today. Got you. Okay. Yes. So that would apply for that. Are you looking to replace or repair that unit? Replace it. Replace. Okay. Yes. So that actually does not have a service call. It is a free estimate. So we would just send a plumber to the home to give you the free estimate for a new water tank bank. Okay. So there's not a special on that one, correct? Yes. So it is a free estimate and then they would just give the upfront pricing from there for you. Okay. All right. Thank you. Yeah, absolutely. Thank you. Bye.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Thank you for calling Blindensun's heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindensuns.com, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plum electric or indoor air quality, you are the next caller in the queue. Thank you for calling blind and sons. This is Katen. How can I help you? Yeah, I need to get somebody to come out and look at my air conditioner. Okay. And have we been to the home before? No, I would go through my home warranty, but it just always takes forever to get anything fixed to them. Got you. Okay. Yes. So the way that we work is we do have a diagnostic fee to get our technician to the home of 150. And then they would give the upfront pricing from there. And we are looking at Monday as our soonest. Okay. Yeah, that would be good. I won't be home, but somebody else that lives there will be. Okay, and what is the name that you would like on the account? Deborah Bishop. Okay. And the address? 1349 Lockwood Road. And that's Coventry Township. Okay. And the number that you called in from, is that the best one to reach when we're on the way? Yeah. 330-289-0518 okay. And then the last thing is, they are paperless in the field. Do you have an email that you'd like to keep on file? No. Okay. And is the unit not turning on at all or blowing warm air? It's running. I have a feeling the Freon. I've lived in my house for 70. I've never had it serviced, so it's probably out of Freon, I would say, because it was working yesterday. And then today after I got home from golf, I'm like, it's a little warm in here. And then I looked at the thermometer. It was like 75 in there, which shouldn't be that warm. Got you. Okay. And do you know around how old the air conditioner is, by any chance? I really have no idea. Okay, no worries. And then on Monday, our technicians are routed on location, so I don't have an exact time, but we would give a call when they're on the way. 1000 to 30 minutes beforehand. 15 to 30 minutes. Okay, that sounds good. All right, well, you are all set and we will give you that call on Monday. Okay, thank you so much. Thanks. Have a good one. All right, you too. Bye.""",New Customer - Lead Booked,None
"""Find out when they can. Thank you for calling blind and suns heating, cooling, plumbing and electric. This call may be recorded. For answers to many of your questions, or to book an appointment online, please visit our website@blindensuns.com, please listen carefully to the following menu options. Press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate for a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections. I don't know. One. I guess you are the next caller in the queue. You. Thank you for calling blind and sons. This is Caitlin. How can I help you? Hi, Caitlin. I'm just calling to see about availability to have a hot water tank replaced. Gotcha. Okay, and have we been to the home before? I don't think so. You didn't call and sons the last time it was done, right? No. Yeah. No. Okay. Yeah. So the way that we work for that, it would be a free estimate. We would send the plumber to the home to give the pricing, and then he would have to order parts and get you on the schedule. Once those come in, we are looking to get an estimate as Monday as our soonest. Okay, well, as far as, like, for parts, what if we just get a whole new. Is it the same thing? Like, if we say, take this old one and put a new one in? Same estimate kind of thing. This one's about 1213 years old. Okay. All right. Monday it is. Monday it is. Okay. And what is the name that you would like on the account? Put Richard. Last name? Customer. K-U-S-M-E-R. All right. And the address? It's 3902 Sheraton drive. And that's Parma, Ohio, 44134. Okay. And the number that you called in from, is that the best one to call when we're on? Well, no, let me give you the home. Excuse me. This is my work cell phone, and I'm going to be at work on Monday. Richard will be home. The number is 440-340-5683. Okay. And then is there an email that you'd like to keep on file for any receipts or estimates? Sure, you can use my email, which is Jrc seven five eight@gmail.com. Okay. And then I do apologize. I'm trying to get this street name to come up here. And how do you spell the street name? It's like the hotel. S-H-E-R-A-T-O-N. Okay, sounds good. All right. Well, I have you all set then, for Monday. And as soon as that plumber is available, we'll give you a call and let you know. It would be sometime after ten, but we will give a call 15 to 30 minutes beforehand. Okay, that's wonderful. That's why I'll make sure Richard. We're usually up pretty early, and he'll just be sticking around waiting for you guys to call. All right, sounds good. Okay. Thank you very much, my dear. You have a good weekend, okay? You too. Thank you. Bye.""",New Customer - Lead Booked,None
